text,predicted_label
bahan bagus seller responsif,Positive
tks pesan yampe bahas sesuai,Negative
produk kirim cepat,Positive
terimakasih,Positive
mantab kirim cepat barang sesuai thanks,Positive
kirim cepat barang sesuai deskripsi,Positive
josssss tenaaaann sesuai pesan,Positive
barang sesuai gambar terima kasih,Positive
thxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,Positive
mantap sesuai pesan,Positive
produk sesuai foto ukur sesuai thank produk pakai maaf kasih foto,Positive
barang sdh terima dgn,Positive
barang sdh terima dgn,Positive
kirim cepet puas belanja,Positive
,Positive
kaka produknyaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Positive
thanks,Positive
terima kasih barang sdh,Positive
barang sesuai deskripsi good,Positive
barang kualitas lumayan bagus paking rapi cepat,Positive
barang trimakasih respon cpt,Positive
barang terima dgn,Positive
terima kasih kaka produk,Positive
terima kasih responnya cepat barang sesuai order sukses,Positive
top layanananya delivery sesuai prediksi,Positive
fast delivery good stuff recommended seller area surabaya,Positive
barang samapai cepat sesuai deskripsi sukses agan toko,Positive
barang sesuai kualitas bagus,Positive
bagusssssssss cepatttttttttt,Positive
barang terima bahan bagus,Positive
deker bahu terima bahan tebal elastis recomended deh moga suami cocok thx,Negative
barang terima,Positive
sesuai cepat rekomen,Positive
barang kirim udh sesuai gambar fast respon,Positive
trimakasih barang sampaya,Positive
barang barang mantap,Positive
makasih maaf lambat ngasi ulas,Negative
barang terima kemas sesuai gambar deskripsi,Positive
terimakasih barang,Positive
pesan sampe fast respond kualitas oke,Positive
terima kasih barang terima,Positive
good kondisi telat,Positive
pesan terima bos pesan sesuai gambar skripsi terimah kasih bos puan pesan,Negative
foto nomor resi kirim 087 8383 82811 akun blokir nomor resi narik dana akun kalo tulis akun fto resi tunggu urgent thanks,Positive
produk baguus bangeettt,Negative
psn,Positive
mantaaaaapppssss,Positive
produk sesuai harga moga awet,Positive
brg cpt terima ukur sesuai,Negative
terima coba makasih mudah2,Positive
barang terima,Positive
barang nyampe makasih,Positive
barang nyampe terimakasih,Positive
thx sis maaf buru2in mksh bnyak,Positive
mantap kirim cpt fast respon barang bagus,Positive
barang bagus warna sesuai moga faktor stok abis,Positive
mantab,Positive
maksih barang nyampe,Positive
respon cepat barang sesuai tks,Positive
lumayan kirim,Negative
mantap kirim cepat recommended seller thks sukses agan,Positive
barang terima kirim thank all,Negative
sorry plg kota sempet ksh review overal,Positive
ssya kirs tutup bagus,Negative
gumshield bagus mold,Positive
lumayan,Negative
terimakasih barang,Positive
produk terima kasih,Positive
nice,Positive
kirim cepat barang sesuai deskripsi,Positive
coba moga thanks,Positive
mulut barang cepat fast respon neng bgt layanin agan thanks,Negative
barang mantap kualitas bagus,Positive
puas paket cepet banget,Positive
josssssssssssssssssssssssssssssssaaaa,Positive
terima kasih cepat,Positive
barang packing bagus,Positive
produk bagus sesuai gambar packing muas,Positive
basa basi jual barang udh makasih,Positive
mantap thanks yah sist,Positive
recommended banget produk,Positive
sesuai gambar,Positive
jual komunikatif respond cepat thanks lot yaaa,Positive
terima kasih kaak produk,Positive
mantap,Positive
terimakasih barang,Positive
nice,Positive
barang selamat thx,Positive
thanks,Positive
terima kasih barang terima,Positive
barang cepat jual fast respon,Positive
sesuai gambar sesuai thanks,Positive
thanks alot gannnn recomended product seller,Negative
bagus barang tpi packingnya,Positive
barabg bagus sesuai dgn keterabgannya,Positive
bau2 plastik bahan dasar rendam air panas hilang bau,Negative
sdh sampe selamat,Positive
good recommended seller barang packing rapi,Positive
barang thx,Positive
layan toko cpt sippp,Positive
makasih barang sampe selamat maaf kasih review kmaren kota packingnya rapih bagus,Negative
brg sdh terima dgn thanks,Positive
cepet banget wes wes wes,Negative
rubber butterfly cleaner gampang banget noda debu minyak bekas lem mudah angkat good good good,Positive
terima pakai thanks,Positive
mantap barang packing kereen,Positive
beli puas produk layan cepat terimakasih,Positive
produk okey sesuai deskripsi sesuai,Positive
terima sesuai skripsi terima kasih,Positive
barang kondisi bagus sesuai deskripsi produk kualitas sesuai harga,Positive
juooooosssssssssssss,Positive
barang kirim sesui pesan terimakasih,Negative
barang sesuai gambar,Positive
biar bintang bicara,Positive
mantaaapp packingnya super ekspedisi lambat,Positive
,Positive
biar bintang bicara thx,Positive
,Positive
pesan senin pagi selasa sore sdh sampe lombok,Negative
mantap seeeeseeeeeeep,Positive
barang bagus cepat,Positive
produk cacat bungkus rapi,Positive
terima kasih kaka produk,Positive
bagus kaya tunggu barang nyampe,Positive
kualitas bagus recomended bersih karet debu kotor,Negative
barang terima sesuai pesan original terima kasih,Positive
barang oke seller percaya,Positive
kualitas produk kirim,Positive
sip pokoke layan bagus,Positive
packing bagus barang mulus,Positive
terima tinggal coba,Positive
sesuai jadwal kualitas barang,Positive
respon cepat produk bagus tdk kecewa,Negative
barang bungkus mantap mantap klo spon hahhaa pokoke jos barang,Negative
barang terima packing rapi terima kasih,Positive
tks barang sdh sampe bungkus lumayan rapi,Negative
karet bersih spt,Positive
barang mantappp respon cepattttt,Positive
sorry boss konfirm paket sdh darat mulus kalbar,Positive
thanks barang terima sukses,Positive
barang sesuai gambar spesifikasi,Positive
sdh terima krn paket muter2,Negative
barang terima sesuai pesan siiippp,Positive
bagus cuman bikin rubber bat rusak,Negative
barang,Positive
mantap barang perfect thanks,Positive
maaf bru ksh sssiiiiippppp,Positive
barang selamat,Positive
recomended seller top banget,Positive
thxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,Positive
bola bagus banget layan seller muas thanks,Positive
barang sesuai deskirpsi kondisi barang terima kasih,Positive
brng dtng sesuai pesan,Negative
kooperatf murah muas,Positive
barang terima terima kasih,Positive
barang mantaaaaaaaap sukses warung olahraga,Positive
barang terima terima kasih,Positive
barang kualitas sya packing rusak kirim,Positive
bola ping pong kualitas tahan,Positive
mantaaaaapppppppppppppppppppppppppppppppppppppp,Positive
brg sdh terima sesuai terima kasih,Positive
barang terima terimakasih,Positive
barang selamat,Positive
barang mantab sesuai gambar oke moga awet,Positive
produk sesuai dgn harap mantap,Positive
barang terima dgn rapi mantap sesuai trimakasih,Positive
nympe packing rapi respon cepat recomended seller nie thks,Positive
goooooooooooooooooooooooddd,Positive
barang sesuai skripsi layan bagus tanya2 recommended seller salam sukses,Positive
packing rapih kirim cepat barang sesuai iklan,Positive
barang bagus sesuai harap,Positive
packing bagus respon cepet barang sesuai deskripsi overload kirim tdk lgsg,Positive
lumayan barang sesuai harga,Negative
josss gandooooozzzzzz,Positive
mantaaaap tinggal dpake maen,Positive
paket terima respon cepat packing rapih barang,Positive
sip barang sesuai deskripsi controlnya banget thanks,Positive
barang terima bagus bungkus rapi kirim terima kasih,Positive
alhamdulillah barang oke,Positive
cepat moga cocok sesuai direkom hobi,Positive
barang sdh terima dlam kondisi terima kasih,Positive
barang terima sesuai,Positive
harga kualitas sesuai main seneng2 tingkat,Positive
barang sesuai gambar coba moga mantab awet good luck seller,Negative
barang sesuai pict terima kasih,Positive
respon cepat playanan oke recom seller,Negative
bladenya lumayan lahh sesuai dgn harga,Negative
pngirimannya muas mohon dri pusat jne,Negative
barang terima sesuai pesan makasih,Positive
packing bagus barang bagus toko percaya recomended,Positive
muas,Positive
kirim cepat barang sesuai foto banget recommended pkok moga belanja,Positive
barang bagus sesuai display kirim cepat,Negative
thanks barang terima sukses,Positive
mantapzzzzzzzxsssssssssss,Positive
terima selamat,Positive
barang bagus kirim cepat rapih thanks,Positive
barang sesuai dgn gambar,Positive
terima sesuai pesan terima kasih,Positive
barang sampe sesuai pesan,Positive
murah kualitas bagus josssssss,Negative
mantap bagus barang thanks,Positive
sekian belanja servicenya muas thanks,Positive
mantap sesuai ekpektasi nyesal beli,Positive
mantaaapppp muas,Positive
barang nyampe mantap euy tks,Negative
terima kasih bos,Positive
jooooooosssssssssss,Positive
barang sdh terima sesuai pesanana trims,Negative
ringan nyaman genggam,Negative
kirim sgt cepat respon jual sgt bagus,Positive
terimakasih barang darat selamat sesuai pesan,Positive
sesuai dngan gambar packing rapi respon cepat,Positive
barang selamat,Positive
terima kasih barang terima,Positive
barang oke cf1000 kirim next time 2000,Positive
barang bagus packing bubble wrap jne seller,Negative
fast respon barang sesuai kirim cepat,Positive
keren pakai pakai turnamen,Positive
packing lumayan harga kompetitif,Positive
ringan cari bat berat,Negative
bagus barang sesuai harap,Positive
kualitas bagus sesui gambar,Positive
layan bagus kualitas produk sesuai pesan,Positive
terimakasih pesan terima kondisi respon cepat,Positive
pesan selamat trimakasih,Positive
barang nyampei sis coba lumayan,Positive
kualitas harga respon kirim cepat,Positive
barang sesuai gambar spec thx,Positive
nyampe thank,Negative
makasih barang bagus plastik rapi moga awet tahan,Negative
barang telat terima kasih,Negative
terima barangx cepat mantap sesuai pesan terima kasih,Positive
barang terima far good,Positive
karet pasang pakai lem press bed hancur pakai tdk mudah tempel komplain tolong kirim lem jual,Negative
siip pokok barang trimakasih,Positive
barang oke respon jual oke,Positive
barang bagus respon seller thx,Positive
barang terima dgn thanks,Positive
lumayan alergi wkt pakai lama2 gatel,Negative
barang terima sesuai pesan kirim cepat,Positive
barang sesuai skripsi,Positive
barang cepat bagus puas deh,Positive
bagus barang oke respon cepat rekomended,Positive
produk sesuai deskripsi produk,Positive
fast respon barang oke mksh,Positive
bagus nyaman pakai bbrp,Positive
barang cepat selamat yah barang sesuai pesan packaging rapih recommended seller,Positive
produck bagus packing bagus kirim cepat sorry online kasih ulas moga sukses yah,Positive
terima kasih,Positive
produk cepat sesuai,Positive
,Positive
,Positive
recommended banget pokok barang sesuai paket cepet,Positive
sesuai pesan terimakasih boz,Positive
harga mahal jamin bagus trnyata packingnya rapih bungkus pake kardus,Negative
bagus sesuai pesan,Positive
oke gaaan mantaap barang cepet,Positive
kwalitas produk jamin fast response thanks,Positive
barang sesuai pesan,Positive
barang bagus good quality,Positive
mantab cepat tanggap terimakasih moga manfaat awet,Positive
sukseees selaluuuuu boooos mantaaaap barang,Positive
produk sesuai iklan,Positive
respon cepat produck spesifikasi recomended,Positive
barang bagus sesuai pesan,Positive
barang sesuai kirim,Positive
barang cepat terima selamat sesuai pesan,Positive
kirim cepat sukses,Positive
kirim express sayang size ternyt sma,Negative
barang terima barang sesuai deskripsi,Positive
bagus barang sesuai butuh,Positive
terima kasih barang,Positive
barang bagus sesuai,Positive
barang tkp terimakasih barang bagus cocok gambar sip,Negative
yaaa pakai,Negative
barang oke respon cepat jne,Positive
barang boss terimakasih,Positive
barang sesuai kirim bayar konfirmasi cepet,Positive
barang bagus kirim cepat terima kasih,Positive
barang sesuai,Positive
terimakasih barang sampaiiii,Positive
produk bagus jne kacau sby sdj pake jne yes minggu sampe,Negative
lumayan dipake bwt jalan2 topang cocok terapi operasi,Negative
moga manfaat sembuh aamiin,Negative
sip mantep,Positive
respon cepat barang cepat trims,Positive
barang bahan nyaman,Positive
produk sesuai gambar kualitas oke terima kasih,Positive
bagus barang mkshh,Positive
sesuai pesan,Positive
barang cepat jooosssss,Positive
oke barang moga manfaat,Positive
responsi proses cepat barang,Positive
mantap banget barang terima,Positive
barang terima kasih,Positive
kirim cepat produk bagus terima kasih,Positive
barang sesuai dgn pesan,Positive
alhmdulillah topp slamat smpe,Positive
barang sdh terima kasih,Positive
login pokok recommended seller barang oke packing oke siiplah,Positive
barang terima thx,Positive
barang bagus darat selamat terimakasih,Positive
nice product sukses bisnis,Negative
thankksss kirimmaannnyaa,Positive
barang bagus respon jual cepat coba bantu trims cendol,Positive
terima kasih kirim,Positive
sudaaahhhh smmmpaiiii yaaaaaaaaa,Positive
barang sesuai baguussss trimssss,Negative
bagus swsuai swngan peaanan pesan,Negative
brgnya oke lgsg pakai,Positive
sip barang dateng cepet bgt kirim kalsel barang recomended bgt pokok nyesel,Positive
paket terima terima kasih,Positive
oke barang cepat,Positive
good product recommended seller thanks,Positive
thnks,Positive
banget toop kualitas sesuai harga,Positive
kirim cepat pesan minggu siang senin siang keren,Positive
thanks barang sdh terima dekkernya nyaman pakai mama,Negative
goooooooooddddddddddddd,Positive
barang cocok bagus,Negative
layan jual cepat barang sesuai pesan kualitas mantap thanks sukses,Positive
baguuuuuuuuuuuuuuuuuuuuuuuuuuussssss,Positive
barang dng spek kirim cepat butuh ongkos kirim sesuai dng kurir gojek,Negative
produk bagus langsubg pakai makasih,Positive
siiiiiiiiiiipppp,Positive
terima kasih recommended seller,Positive
produk muas sesuai spesifikasi tayang kirim complain,Negative
paket terima selamat thx recomended seller,Positive
recommended seller,Positive
barang kuaitas oke thx,Positive
terima kasih layan responnya,Positive
mantap pokok biar bintang bicara,Positive
barang terima mudah mudah berkah manfaat,Negative
barang terima thank you,Positive
barang sesuai pesan kirim normal,Positive
nice sorry bru review barang nyampe,Positive
terima kasih brng sesuai,Positive
sesuai harga barang banget sampenya untung bom berangkat,Positive
kirain kemarin pasang cuman belah wesslahh papa beli btw tengkyuu,Negative
produk mantap blom coba,Negative
terimkasihm paket sampe kmrn sore moga manfaat,Positive
kualitas bagus 1pc kirain pasang hehe kapan2 order thx,Positive
sampaiiiii terimakasih,Positive
bagus cepat,Positive
layan cepat barang oke,Positive
mantaaap produk terima seller fast respon,Positive
mantaaap barang sudan terima seller fast respon,Positive
mantaaap barang terima seller fast respon,Positive
sesuai pesan deskripsi produk,Positive
paket dipacking,Negative
mantap barang sesuai kirim cepat,Positive
cepet proses sesuai pakai mantab wes,Negative
kirim cepat sesuai deskripsi,Positive
sesuai pesan kirim cepat,Positive
good product seller responsive cepat,Positive
trims sdh,Positive
mantap fast respon kirim cepat moga ukur order ukur thanks,Positive
produk sesuai harap,Positive
sesuai deskripsi ukur recomended seller,Positive
kirim cepat produk,Positive
barang sdh terima makas,Positive
makasih,Positive
kirim cepat produk bagus sesuai deskripsi terimakasih,Positive
makas,Positive
barang sesuai pes respon kirim cepat thx bantu,Positive
sesuai barang pes size fast respon,Positive
repeat order barang sesuai deskripsi packing rapi terima kasih,Positive
sesuai deskripsi terima kasih,Positive
brg terima dgn,Positive
seng barang kepake,Negative
sesuai deskripsi pakai kirim cepat,Positive
barang terima sesuai pesan,Positive
produk bagus packing mantap recomend,Positive
good sesuai deskripsi thanks,Positive
good produk recommended seller,Positive
barangx cepat tetimax,Positive
barang terima kasih,Positive
barang sesuai pesan baguuuuus,Positive
banget barang servis,Positive
ukur beli,Negative
barang cepat terima kasih,Positive
kualitas barang bagus sesuai harap,Positive
barang terima,Positive
brg sdh terima trims fast respons,Positive
cepat layan mahal,Negative
kirim cepat kualitas bagus,Positive
trimakasih biar bintang bicara,Positive
barang terima sorry sempet review,Positive
terimakasih terima brg,Negative
bagus kirim cpt makasih,Positive
barang sesuai kirim cepat,Positive
barang terima thanks,Positive
barang darat packing trims,Positive
barang sdh terima mantab sesuai order respon rekomen deh,Positive
lumayan oke kecewa,Negative
maaf ngasih ulas barang terima sesuai deskripsi tengkyu,Positive
bagus pakai tebel,Positive
packing barang sesuai gambar ttpi kirim cepat,Positive
sesuai pesan kualitas terima kasih,Positive
respon cepat kirim cepat packaging rapi makasih,Positive
barang bagus sesuai harap,Positive
terimakasih,Positive
produk oke gannnn rekomended seler,Positive
manntaaaaappp maaassssss,Positive
sesuai pesan kirim cepat,Positive
layan cepat kualitas barang bagus,Positive
moga barang sesuai deskripsi krn barang kota tdk ragu klo transaksi dgn warung olahraga krn dlu customernya mantap bintang sdh barang,Negative
paket terima terima kasih,Positive
produk sesuai,Positive
mantab barang bagus trpat,Positive
brang datng sesuai gmbr pengrimn cepat respon,Positive
barang bagus muas,Positive
barang jos,Positive
sip mantab oke,Negative
barang terima thanks,Positive
makasih kak barang,Positive
thanks paket puas banget pokok,Positive
terima kasih terima kasih terima kasih,Positive
pokok best seller guysssssssss,Positive
mantap sesuai harap moga sukses lali,Positive
barang terima terima kasih,Positive
keren knee support thanks for fast respond,Positive
barang mantap barang makasih,Positive
paket terima kurir kirim,Positive
trima barang nunggu trlalu nyampe barang,Negative
barang terima dgn terima kasih,Positive
terima kasih barang sampe cepat,Positive
beli tetep manteb puas,Positive
good seller recomended barang pict gokil,Negative
terima kasih barang sampe sesuai pesan,Positive
barang sesuai pesan blm coba moga size sesuai order makasih,Negative
mantap barang dgan kahandak,Positive
tunggu lumayan lelah,Negative
lelet sekaliii sama2 kota jenis paket bda 3hari dtangnya,Negative
dech,Positive
good sesuai bayang,Negative
barang terimakasih,Positive
kualitas bagus barang cepat,Positive
dgan selamat keren barang,Positive
sukses lapak packing rapi,Positive
sesuai deskripsi,Positive
hantar lbh cepat,Positive
kasih bonus,Positive
layan cepat barang oke,Positive
barang terima kelas barang bagus sayang jne surabaya overload kek kirim tgl 9baru minggu terima kasih moga awet,Negative
kirim sesuai barang sesuai bintang deh,Positive
biar bintang bicara,Positive
barang bagus mantap beli hehe,Positive
produk sesuai fungsi,Positive
terimakasih maaf kasih review,Positive
mantap proses cepat barang akurat kemas padat thanks,Positive
bagus sesuai,Positive
terima kasih,Positive
service bagus tdk memgecewakan,Negative
terimakasih barang terima sesuai ekspektasi kualitas produk layan responsif rate bintang,Positive
sesuai harga terimakasih,Negative
good product recomended seller,Positive
barang nyampek trima kasih,Negative
terima kasih barang sesuai harga,Positive
layan mantap recommended seller,Positive
barang bagus recommend seller,Positive
original bos beda banget pakai semerk jenis kawan warna karet beda,Negative
sssssssiiiiiipppppppppp,Negative
kirim cepat packing rapih produk bagus sukses seller,Positive
kirim lambat barang top,Positive
sesuai harga terimakasih,Negative
sdh terima kualitas brg bagus harga segitu trims,Positive
respon cepat ramah barang cepat kirim kualitas wokei harga cocok,Positive
okeee barang okeeeeeeeeeeeee bangeet,Positive
glovesnya oke thanks,Positive
packing rapih bagus bgt,Positive
terima,Positive
mantap tipu2 makasih,Positive
terima kasih selamat,Positive
mantap oke barang sempit ukur bener sesuai sesuai deksripsi packing kirim yes proses cepat malam pagi proses harga mantap murah terima kasih,Positive
mantaaaaaaaaaaaaaaaaaaaap dehhhhh,Negative
kirim ukur speknya ukur,Negative
barang selamat dekkernya tarik,Positive
barang sesuai deskripsi foto packing rapih fast respon recomended seller mantap,Positive
bagus,Positive
ukur warna sesuai foto kirim cepat recommended,Positive
sesuai merknya standard atlit puas,Positive
good packing cepat,Positive
produk bagus bahan tebal kirim cepat sukses,Positive
thank you barang cepat qualitas bagus,Positive
bahan bagus nyesel beli,Positive
barang sesuai pesan,Positive
mantab jiwa,Positive
ukur banding bahan,Negative
manttaaaappp,Positive
bagus packing rapi akmj,Positive
ukur warna sesuai foto skripsi,Negative
mantapp produk,Positive
kualitas produk sesuai harap,Positive
barang ssuai deskripsi tanks bos,Positive
barang bagus sesuai deskripsi bahan bagus nyaman dipakenya moga langgan,Positive
fast response terima kasih,Positive
mantaaaabbbzz weeesss barang sesuai deskripsiny,Positive
paket terima mantabbbbbb cepattttttt,Positive
,Positive
barang sesuai deskripsi harga saing produk lipat smga awet,Positive
barang sesuai mantap kualitas moga awet melar,Positive
produk sesuai dwngan deskripsi jual paket rapi,Positive
mantap bos,Positive
barang oke sesuai deskripsi,Positive
mantap sesuai spesifikasi,Positive
rekomended,Positive
okekekekekekekekekekekeke,Positive
order ke2 muas fast response fast delivery recommended seller,Positive
barang,Positive
warbiasah kirim cepat nyampe layan,Positive
barang bagys karna pengirimanya,Negative
barang bagus cma karna pengirimanya,Negative
top,Positive
biar bintang bicara fast respond,Positive
product oke fast response fast delivery recommended seller,Positive
barang mantabh nih must have,Positive
terimakasih,Positive
jozz respon cepat barang,Positive
bintang sesuai dgn,Positive
barang bagus sesuai foto pesan,Positive
produk kualitas bagus layan muas,Positive
bahan bagus layan,Positive
bagus mudah2an awet fast delivery jempol,Positive
bagus,Positive
cakep neeeeh kirim cepet jkt libur kmrn sukses trus,Positive
terimakasih paket pesan dekker betis sdh terima cepat coba pakai,Positive
brg nympe dgn slamat brg sau pesan,Positive
barang bagus cepat recommended,Positive
bagus mantapp lahh,Positive
bahan bagus mudah melar,Negative
respon cpat barang muas,Positive
makasih barang sampe nyaman dipake sukses,Positive
siippp joss,Positive
barang sesuai deskripsi,Positive
barang bagus respon cepat,Positive
barang sampe selamat sesuai bgt barang,Positive
mantap produk bagus,Positive
good product,Positive
kirim cepat barang bagus,Positive
terimakasih barang beda ukur,Negative
packing rapi barang sesuai deskripsi,Positive
bagus sesuai pesan,Positive
sesuai pesan kirim lumayan,Positive
dus sdh sobek sobek lumayan lahh,Negative
produk bagus suksesss,Positive
bagus sesuai selera,Positive
respon cepat barang sesuai deskripsi,Positive
cepat tanggap proses pengirimanx cepat,Negative
sori ulas sip bahan oke thanks,Positive
respon cepat sesuai foto ukur the best pokok,Positive
deckerny sgt bagus pokokny top markotop packing kardusny sdkit krg rapih,Positive
barang sesuai pesanana respon jual cepat resi jual cepat merespon puas,Positive
thanks bagus barang,Positive
alhamdulillah barang selamat biar bintang bicara,Positive
paket sesuai order terima kasih,Positive
barang terima makasih,Positive
barang oke nyaman dipake kirim cepat,Positive
thxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,Positive
produk kirim sesuai gambar deskripsi,Positive
barang sesuai pesan,Positive
alhamdulillah muas bahan nyaman tebal,Negative
barang terima sesuai gambar moga awet,Positive
bagus terima kasih,Positive
bagus banding harga,Negative
recomended seller packing,Positive
barang bagus poko,Positive
gambar,Positive
terima dgn,Positive
cobain dekernya bwt lari 10k bilang dekernya topang area lutut jual respons ubah size recommended seller thanks warung,Positive
sip pokok sesuai,Positive
mantap smoga awet,Positive
sesuai info banged,Positive
barang bagus sesuai harga,Positive
barang bagus kirim cpt,Positive
thanks barang oke,Positive
kualitas oke harga murmer sesuai deskripsi,Positive
kurir bener pakai yes,Positive
kirim cepat barang bagus pakai bahan tebal good seller,Negative
mantap nih cepet sampe,Positive
terimakasih barang,Positive
bagus sampe ukur kayak pensil melar kalo kualitas,Positive
barang sesuai deskripsi,Positive
terima kasih barang terima sukses,Positive
terima kasih brg sukses,Positive
dterima dgn tengkyu,Positive
kualitas good barang goood,Positive
terima kasih kaka produk,Positive
nanyain beli wkwkwk,Positive
barang bagus sesuai iklan,Positive
nice thanks brgnya dipake,Negative
bagus awet bgt bgt,Positive
barang terima terima kasih sukses,Positive
manttaappp cepat barang,Positive
terimakasih bintang bicara,Positive
ekspedisi packing good seller,Negative
kualitas bahan nyaman kompresi cmn kadang klo lari suka lengkung turun2,Negative
kualitas bagus sesuai harga,Positive
mantap mantap mantap mantap,Positive
barang bagus respon admin lambat,Positive
pakai raga thank seller sukses,Negative
coba sesuai deskripsi barang bagus murah,Positive
sip cepet pengirimanx bgt dipakaix,Negative
barang bagus kirim cepat,Positive
lumayan beli beda model logo thanks,Positive
kasih bintang full bagus mantap siipppp gooooooodddddddd serah ajaaaaaaa wkkkkkkkkkk jual sukses kapan2 pesan,Positive
barang bagus kirim cepat,Positive
layan cepat kirim,Positive
kualitas bagus tebal compresinya bagus respon seller cepat terima kasih,Positive
terimakasih barang nyampek sesuai pesan,Negative
barang pesan,Positive
deh top hehe,Positive
kirim lambat kirim,Negative
kirim cepat sesuai terima kasih,Positive
oklahh,Negative
cakepp thankyou recomended,Positive
terimakasih barang bagus,Positive
barang sesuai pesan,Positive
insya allah berkah,Positive
mantap bos biar bintang bicara,Positive
mantap layan bagus muas,Positive
baguuuuuuuuss ukur paaass lutut cowok besok badminton kamis dekernya bahagiaaaaaa makasiiiiiiiii yaaa,Negative
sip,Positive
mantap barang cepet selamat makasih,Positive
pesan good seller,Positive
mantaaappp biar bintang bicara,Positive
sip thanks recomended,Positive
barang makasih,Positive
nyampe coba moga awet,Positive
barang terima barang bagus ketat sesuai gambar,Negative
gud,Positive
bagus recomended nih ngorder,Positive
barang darat,Positive
respon barang thanks berat,Positive
puas dgn layan produk kirim moga tahan sukses dpan,Negative
barang terima terima kasih,Positive
packing rapi barang oke kirim cepat,Positive
terima balut plastik kemas bentuk oke,Negative
terima kasih barang terima,Positive
barang sadh barang bagus sesuai pesan harga,Positive
barang bagus bahan kenceng recomended,Negative
brg bagus mantap udh coba ketat dipake kneee mantap,Positive
,Positive
mantaaaaaap bos sampe barang makasih,Positive
terima dng respon cepat,Negative
makasihh gannnnnnnnn,Positive
barang oke packing oke cepat nyampe,Positive
,Positive
mnatap barrang sesuai jne jkt,Positive
beli ukur terima kain,Negative
barang thanks,Positive
barang keren mkasih tokopedia moga usaha makmur,Positive
bahan bagus pakenya jempol,Positive
makasih banyaaak pakai,Positive
nice,Positive
makasih barag sampe order,Negative
terima kasih sist barang,Negative
alhamdulillah barang terima,Positive
nice,Positive
barang darat terima kasihh,Negative
bahan kain bagus ukur lingkar paha 65cm ukur,Negative
mantapppppppppppppp,Positive
nice beli muas,Positive
mantap barang sesuai harap sukses toko,Positive
nice tmrksh layan recommended seller nih,Positive
mksh layan barang muas,Negative
terimakasih siiiip cocok sesuai pesan,Positive
barang udh rumah makas hehe,Negative
barang trima kasih,Positive
makasih kak barang,Positive
makasih,Positive
paket terima barang terima kasih,Positive
mantap barangny layan cepat,Positive
sampe kaki trail run,Positive
barang terima mudah mudah berkah manfaat,Negative
barang udh smpe bos kualitas thank bos,Positive
mantab dekernya warna tuh,Negative
mantaabb maap review dipake latih tks,Negative
mantap proses cepat barang bagus,Positive
barang terimah oke banget,Negative
proses cepat trims,Positive
maaf lupa konfirm terima kasih brgnya mantep,Positive
barang sesuai bagus kualitas,Positive
siiiiiiiiiiip barang terima,Negative
thanks barang,Positive
lumayan bagus barang,Negative
bro support bgt recommend,Positive
maaf sis review error lot banget top markotop deh sista terima mama orange lupa bilang maaf sis,Positive
barang terima makasihh,Negative
bahan bagus halus terima kasih warung olahraga,Positive
super batam surabya jne yes banget toko agan banget bintang ente toko nilai terbaek recommended seller,Positive
trimakasih cepet,Positive
barang cpt kualitas bagus god job,Positive
bagus ketat kendor,Negative
khawatir klik beli recomended toko,Positive
mantap barang sesuai kirim cepat,Positive
buaik barang trims,Positive
,Positive
brang sesuai pesan,Positive
barang nyampe terimakasih,Positive
tetima kasih,Positive
kualitas karet tipis pantul bola kayu dengar keras,Negative
terima kasih barang,Positive
barang terima barang sesuai spec jnenya kurir tunggu order terima kasih,Positive
produk bagus sesuai deskripsi,Positive
siip barang bagus terima kasih,Positive
barang sesuai deskripsi layan cepat packing mantap biar bicara,Positive
barang sesuai pesan,Positive
barang new packing bagus cepat nyampe recommended beli bat table tennis,Positive
paket packing rapi cepat makasiih,Positive
produk jual tdk kurir,Negative
paket terima produk bagus rekomendit bget main tenis meja thanks,Positive
quick response barang sesuai pesan fast delivery,Positive
nice barang terima tks,Positive
barang sesuai deskripsi cepat kota recommended,Positive
barang baguss packing rapi goodddd,Positive
mantaps sesuai harap fast responnya makasih,Positive
sesuai deskripsi kirim,Positive
kirim respon cepat packing barang sesuai deskripsi,Positive
thx brgx bagus,Negative
mantap respon cepet,Positive
karet mudah kelupas lem kuat,Negative
fast respon kirim cepat biar bintang bicara,Positive
mantap barang cepat kilat,Positive
barang selamat muas kendala kirim kurir molor,Positive
pesan siang pakai gosend sore barang bagus sesuai deskripsi sellernya ciamik thanks,Positive
cepat pass good thanks bos,Positive
barang terima,Positive
pesan sesuai deskripsi rapi,Positive
barang sesuai spek harap seller cepat tanggap,Positive
bungkus rapi lecet persen thanks,Positive
joss barang sampe kondisi packing kpn2 order,Negative
udh psen bat mantep trus mantap,Positive
poduk sesuai gambar kirim cepat bahan bladenya ringan berat ujung butuh tenaga ekstra ayun banding pakai,Negative
mantap trma ksh,Positive
sesuai ekspektasi terima kasih,Positive
terima kasih bos terima kasih bos terima kasih bos terima kasih bos,Positive
barang sesuai gambar respon cepat mantaff,Positive
barang mantap cmn kirim telat,Positive
not bad tingkat sukses teruss,Negative
